year,age,age_start,age_width,sex,cod,px
1965,85-89,85,5,female,Other,0.85616
1965,90-94,90,5,female,External,0.05920
1965,90-94,90,5,female,Neoplasms,0.06266
1965,90-94,90,5,female,Other,0.87814
1965,95-99,95,5,female,External,0.05649
1965,95-99,95,5,female,Neoplasms,0.04193
1965,95-99,95,5,female,Other,0.90157
1965,100+,100,5,female,External,0.05263
1965,100+,100,5,female,Neoplasms,0.02770
1965,100+,100,5,female,Other,0.91967
1966,<1,0,1,female,External,0.03139
1966,<1,0,1,female,Neoplasms,0.00421
1966,<1,0,1,female,Other,0.96440
1966,1-4,1,4,female,External,0.25134
1966,1-4,1,4,female,Neoplasms,0.10542
1966,1-4,1,4,female,Other,0.64324
1966,5-9,5,5,female,External,0.35877
1966,5-9,5,5,female,Neoplasms,0.16071
1966,5-9,5,5,female,Other,0.48052
1966,10-14,10,5,female,External,0.32438
1966,10-14,10,5,female,Neoplasms,0.17562
1966,10-14,10,5,female,Other,0.50000
1966,15-19,15,5,female,External,0.48735
1966,15-19,15,5,female,Neoplasms,0.13531
1966,15-19,15,5,female,Other,0.37734
1966,20-24,20,5,female,External,0.47260
1966,20-24,20,5,female,Neoplasms,0.09687
1966,20-24,20,5,female,Other,0.43053
1966,25-29,25,5,female,External,0.35887
1966,25-29,25,5,female,Neoplasms,0.14840
1966,25-29,25,5,female,Other,0.49273
1966,30-34,30,5,female,External,0.23670
1966,30-34,30,5,female,Neoplasms,0.19481
1966,30-34,30,5,female,Other,0.56848
1966,35-39,35,5,female,External,0.17248
1966,35-39,35,5,female,Neoplasms,0.26201
1966,35-39,35,5,female,Other,0.56550
1966,40-44,40,5,female,External,0.13156
1966,40-44,40,5,female,Neoplasms,0.33043
1966,40-44,40,5,female,Other,0.53801
1966,45-49,45,5,female,External,0.11534
1966,45-49,45,5,female,Neoplasms,0.36235
1966,45-49,45,5,female,Other,0.52231
1966,50-54,50,5,female,External,0.09315
1966,50-54,50,5,female,Neoplasms,0.38284
1966,50-54,50,5,female,Other,0.52401
1966,55-59,55,5,female,External,0.07065
1966,55-59,55,5,female,Neoplasms,0.36657
1966,55-59,55,5,female,Other,0.56278
1966,60-64,60,5,female,External,0.05744
1966,60-64,60,5,female,Neoplasms,0.31728
1966,60-64,60,5,female,Other,0.62528
1966,65-69,65,5,female,External,0.04805
1966,65-69,65,5,female,Neoplasms,0.27549
1966,65-69,65,5,female,Other,0.67647
1966,70-74,70,5,female,External,0.04135
1966,70-74,70,5,female,Neoplasms,0.22063
1966,70-74,70,5,female,Other,0.73802
1966,75-79,75,5,female,External,0.04460
1966,75-79,75,5,female,Neoplasms,0.17353
1966,75-79,75,5,female,Other,0.78187
1966,80-84,80,5,female,External,0.05010
1966,80-84,80,5,female,Neoplasms,0.12857
1966,80-84,80,5,female,Other,0.82133
1966,85-89,85,5,female,External,0.05908
1966,85-89,85,5,female,Neoplasms,0.09424
1966,85-89,85,5,female,Other,0.84669
1966,90-94,90,5,female,External,0.06351
1966,90-94,90,5,female,Neoplasms,0.06448
1966,90-94,90,5,female,Other,0.87201
1966,95-99,95,5,female,External,0.07401
1966,95-99,95,5,female,Neoplasms,0.04723
1966,95-99,95,5,female,Other,0.87876
1966,100+,100,5,female,External,0.04712
1966,100+,100,5,female,Neoplasms,0.03927
1966,100+,100,5,female,Other,0.91361
1967,<1,0,1,female,External,0.03377
1967,<1,0,1,female,Neoplasms,0.00327
1967,<1,0,1,female,Other,0.96296
1967,1-4,1,4,female,External,0.28044
1967,1-4,1,4,female,Neoplasms,0.10212
1967,1-4,1,4,female,Other,0.61744
1967,5-9,5,5,female,External,0.38204
1967,5-9,5,5,female,Neoplasms,0.16021
1967,5-9,5,5,female,Other,0.45775
1967,10-14,10,5,female,External,0.37640
1967,10-14,10,5,female,Neoplasms,0.17228
1967,10-14,10,5,female,Other,0.45131
1967,15-19,15,5,female,External,0.53914
1967,15-19,15,5,female,Neoplasms,0.13014
1967,15-19,15,5,female,Other,0.33072
1967,20-24,20,5,female,External,0.49584
1967,20-24,20,5,female,Neoplasms,0.10316
1967,20-24,20,5,female,Other,0.40100
1967,25-29,25,5,female,External,0.35845
1967,25-29,25,5,female,Neoplasms,0.15169
1967,25-29,25,5,female,Other,0.48986
1967,30-34,30,5,female,External,0.25821
1967,30-34,30,5,female,Neoplasms,0.18922
1967,30-34,30,5,female,Other,0.55256
1967,35-39,35,5,female,External,0.18178
1967,35-39,35,5,female,Neoplasms,0.24083
1967,35-39,35,5,female,Other,0.57739
1967,40-44,40,5,female,External,0.15270
1967,40-44,40,5,female,Neoplasms,0.30970
1967,40-44,40,5,female,Other,0.53760
1967,45-49,45,5,female,External,0.11691
1967,45-49,45,5,female,Neoplasms,0.34874
1967,45-49,45,5,female,Other,0.53434
1967,50-54,50,5,female,External,0.09534
1967,50-54,50,5,female,Neoplasms,0.36523
1967,50-54,50,5,female,Other,0.53943
1967,55-59,55,5,female,External,0.07296
1967,55-59,55,5,female,Neoplasms,0.35561
1967,55-59,55,5,female,Other,0.57143
1967,60-64,60,5,female,External,0.06127
1967,60-64,60,5,female,Neoplasms,0.32108
1967,60-64,60,5,female,Other,0.61765
1967,65-69,65,5,female,External,0.04652
1967,65-69,65,5,female,Neoplasms,0.27572
1967,65-69,65,5,female,Other,0.67776
1967,70-74,70,5,female,External,0.03950
1967,70-74,70,5,female,Neoplasms,0.22153
1967,70-74,70,5,female,Other,0.73897
1967,75-79,75,5,female,External,0.04173
1967,75-79,75,5,female,Neoplasms,0.17345
1967,75-79,75,5,female,Other,0.78483
1967,80-84,80,5,female,External,0.05119
1967,80-84,80,5,female,Neoplasms,0.12594
1967,80-84,80,5,female,Other,0.82287
1967,85-89,85,5,female,External,0.06036
1967,85-89,85,5,female,Neoplasms,0.09368
1967,85-89,85,5,female,Other,0.84596
1967,90-94,90,5,female,External,0.06697
1967,90-94,90,5,female,Neoplasms,0.06439
1967,90-94,90,5,female,Other,0.86864
1967,95-99,95,5,female,External,0.06120
1967,95-99,95,5,female,Neoplasms,0.04982
1967,95-99,95,5,female,Other,0.88897
1967,100+,100,5,female,External,0.05015
1967,100+,100,5,female,Neoplasms,0.02065
1967,100+,100,5,female,Other,0.92920
1968,<1,0,1,female,External,0.04331
1968,<1,0,1,female,Neoplasms,0.00603
1968,<1,0,1,female,Other,0.95066
1968,1-4,1,4,female,External,0.30347
1968,1-4,1,4,female,Neoplasms,0.08726
1968,1-4,1,4,female,Other,0.60927
1968,5-9,5,5,female,External,0.37397
1968,5-9,5,5,female,Neoplasms,0.18287
1968,5-9,5,5,female,Other,0.44316
1968,10-14,10,5,female,External,0.36842
1968,10-14,10,5,female,Neoplasms,0.17967
1968,10-14,10,5,female,Other,0.45191
1968,15-19,15,5,female,External,0.54589
1968,15-19,15,5,female,Neoplasms,0.13384
1968,15-19,15,5,female,Other,0.32027
1968,20-24,20,5,female,External,0.53339
1968,20-24,20,5,female,Neoplasms,0.10058
1968,20-24,20,5,female,Other,0.36603
1968,25-29,25,5,female,External,0.42945
1968,25-29,25,5,female,Neoplasms,0.13079
1968,25-29,25,5,female,Other,0.43975
1968,30-34,30,5,female,External,0.28951
1968,30-34,30,5,female,Neoplasms,0.20821
1968,30-34,30,5,female,Other,0.50228
1968,35-39,35,5,female,External,0.22305
1968,35-39,35,5,female,Neoplasms,0.25253
1968,35-39,35,5,female,Other,0.52442
1968,40-44,40,5,female,External,0.15695
1968,40-44,40,5,female,Neoplasms,0.32933
1968,40-44,40,5,female,Other,0.51372
1968,45-49,45,5,female,External,0.12011
1968,45-49,45,5,female,Neoplasms,0.35738
1968,45-49,45,5,female,Other,0.52251
1968,50-54,50,5,female,External,0.09821
1968,50-54,50,5,female,Neoplasms,0.38563
1968,50-54,50,5,female,Other,0.51616
1968,55-59,55,5,female,External,0.08132
1968,55-59,55,5,female,Neoplasms,0.36063
1968,55-59,55,5,female,Other,0.55805
1968,60-64,60,5,female,External,0.06096
1968,60-64,60,5,female,Neoplasms,0.31743
1968,60-64,60,5,female,Other,0.62161
1968,65-69,65,5,female,External,0.05009
1968,65-69,65,5,female,Neoplasms,0.27116
1968,65-69,65,5,female,Other,0.67875
1968,70-74,70,5,female,External,0.04374
1968,70-74,70,5,female,Neoplasms,0.21623
1968,70-74,70,5,female,Other,0.74003
1968,75-79,75,5,female,External,0.04848
1968,75-79,75,5,female,Neoplasms,0.17176
1968,75-79,75,5,female,Other,0.77976
1968,80-84,80,5,female,External,0.05499
1968,80-84,80,5,female,Neoplasms,0.12590
1968,80-84,80,5,female,Other,0.81912
1968,85-89,85,5,female,External,0.06133
1968,85-89,85,5,female,Neoplasms,0.09387
1968,85-89,85,5,female,Other,0.84479
1968,90-94,90,5,female,External,0.07138
1968,90-94,90,5,female,Neoplasms,0.06574
1968,90-94,90,5,female,Other,0.86289
1968,95-99,95,5,female,External,0.07444
1968,95-99,95,5,female,Neoplasms,0.04398
1968,95-99,95,5,female,Other,0.88158
1968,100+,100,5,female,External,0.06080
1968,100+,100,5,female,Neoplasms,0.03354
1968,100+,100,5,female,Other,0.90566
1969,<1,0,1,female,External,0.04321
1969,<1,0,1,female,Neoplasms,0.00501
1969,<1,0,1,female,Other,0.95178
1969,1-4,1,4,female,External,0.29516
1969,1-4,1,4,female,Neoplasms,0.08710
1969,1-4,1,4,female,Other,0.61774
1969,5-9,5,5,female,External,0.36520
1969,5-9,5,5,female,Neoplasms,0.14263
1969,5-9,5,5,female,Other,0.49216
1969,10-14,10,5,female,External,0.40484
1969,10-14,10,5,female,Neoplasms,0.15968
1969,10-14,10,5,female,Other,0.43548
1969,15-19,15,5,female,External,0.56185
1969,15-19,15,5,female,Neoplasms,0.10859
1969,15-19,15,5,female,Other,0.32956
1969,20-24,20,5,female,External,0.52765
1969,20-24,20,5,female,Neoplasms,0.09831
1969,20-24,20,5,female,Other,0.37404
1969,25-29,25,5,female,External,0.39821
1969,25-29,25,5,female,Neoplasms,0.14399
1969,25-29,25,5,female,Other,0.45780
1969,30-34,30,5,female,External,0.28423
1969,30-34,30,5,female,Neoplasms,0.19245
1969,30-34,30,5,female,Other,0.52332
1969,35-39,35,5,female,External,0.19390
1969,35-39,35,5,female,Neoplasms,0.23646
1969,35-39,35,5,female,Other,0.56965
1969,40-44,40,5,female,External,0.15343
1969,40-44,40,5,female,Neoplasms,0.29861
1969,40-44,40,5,female,Other,0.54796
1969,45-49,45,5,female,External,0.10889
1969,45-49,45,5,female,Neoplasms,0.35010
1969,45-49,45,5,female,Other,0.54101
1969,50-54,50,5,female,External,0.09703
1969,50-54,50,5,female,Neoplasms,0.36713
1969,50-54,50,5,female,Other,0.53584
1969,55-59,55,5,female,External,0.07686
1969,55-59,55,5,female,Neoplasms,0.35892
1969,55-59,55,5,female,Other,0.56422
1969,60-64,60,5,female,External,0.06054
1969,60-64,60,5,female,Neoplasms,0.31012
1969,60-64,60,5,female,Other,0.62934
1969,65-69,65,5,female,External,0.04754
1969,65-69,65,5,female,Neoplasms,0.25461
1969,65-69,65,5,female,Other,0.69785
1969,70-74,70,5,female,External,0.04379
1969,70-74,70,5,female,Neoplasms,0.20110
1969,70-74,70,5,female,Other,0.75510
1969,75-79,75,5,female,External,0.04753
1969,75-79,75,5,female,Neoplasms,0.16020
1969,75-79,75,5,female,Other,0.79228
1969,80-84,80,5,female,External,0.05530
1969,80-84,80,5,female,Neoplasms,0.12530
1969,80-84,80,5,female,Other,0.81941
1969,85-89,85,5,female,External,0.06554
1969,85-89,85,5,female,Neoplasms,0.09453
1969,85-89,85,5,female,Other,0.83994
1969,90-94,90,5,female,External,0.07552
1969,90-94,90,5,female,Neoplasms,0.06423
1969,90-94,90,5,female,Other,0.86026
1969,95-99,95,5,female,External,0.07181
1969,95-99,95,5,female,Neoplasms,0.05072
1969,95-99,95,5,female,Other,0.87747
1969,100+,100,5,female,External,0.06963
1969,100+,100,5,female,Neoplasms,0.03482
1969,100+,100,5,female,Other,0.89555
1970,<1,0,1,female,External,0.04118
1970,<1,0,1,female,Neoplasms,0.00367
1970,<1,0,1,female,Other,0.95515
1970,1-4,1,4,female,External,0.31556
1970,1-4,1,4,female,Neoplasms,0.10311
1970,1-4,1,4,female,Other,0.58133
1970,5-9,5,5,female,External,0.38633
1970,5-9,5,5,female,Neoplasms,0.15262
1970,5-9,5,5,female,Other,0.46105
1970,10-14,10,5,female,External,0.42642
1970,10-14,10,5,female,Neoplasms,0.18302
1970,10-14,10,5,female,Other,0.39057
1970,15-19,15,5,female,External,0.60149
1970,15-19,15,5,female,Neoplasms,0.09777
1970,15-19,15,5,female,Other,0.30074
1970,20-24,20,5,female,External,0.53734
1970,20-24,20,5,female,Neoplasms,0.10008
1970,20-24,20,5,female,Other,0.36259
1970,25-29,25,5,female,External,0.44580
1970,25-29,25,5,female,Neoplasms,0.13070
1970,25-29,25,5,female,Other,0.42351
1970,30-34,30,5,female,External,0.31119
1970,30-34,30,5,female,Neoplasms,0.18731
1970,30-34,30,5,female,Other,0.50149
1970,35-39,35,5,female,External,0.20961
1970,35-39,35,5,female,Neoplasms,0.24682
1970,35-39,35,5,female,Other,0.54357
1970,40-44,40,5,female,External,0.15208
1970,40-44,40,5,female,Neoplasms,0.31608
1970,40-44,40,5,female,Other,0.53184
1970,45-49,45,5,female,External,0.11996
1970,45-49,45,5,female,Neoplasms,0.36759
1970,45-49,45,5,female,Other,0.51245
1970,50-54,50,5,female,External,0.09391
1970,50-54,50,5,female,Neoplasms,0.36729
1970,50-54,50,5,female,Other,0.53880
1970,55-59,55,5,female,External,0.08510
1970,55-59,55,5,female,Neoplasms,0.37964
1970,55-59,55,5,female,Other,0.53526
1970,60-64,60,5,female,External,0.06149
1970,60-64,60,5,female,Neoplasms,0.32767
1970,60-64,60,5,female,Other,0.61084
1970,65-69,65,5,female,External,0.04790
1970,65-69,65,5,female,Neoplasms,0.27218
1970,65-69,65,5,female,Other,0.67992
1970,70-74,70,5,female,External,0.04546
1970,70-74,70,5,female,Neoplasms,0.21769
1970,70-74,70,5,female,Other,0.73686
1970,75-79,75,5,female,External,0.04469
1970,75-79,75,5,female,Neoplasms,0.17161
1970,75-79,75,5,female,Other,0.78371
1970,80-84,80,5,female,External,0.05423
1970,80-84,80,5,female,Neoplasms,0.13047
1970,80-84,80,5,female,Other,0.81529
1970,85-89,85,5,female,External,0.06489
1970,85-89,85,5,female,Neoplasms,0.09382
1970,85-89,85,5,female,Other,0.84129
1970,90-94,90,5,female,External,0.07573
1970,90-94,90,5,female,Neoplasms,0.06749
1970,90-94,90,5,female,Other,0.85678
1970,95-99,95,5,female,External,0.07586
1970,95-99,95,5,female,Neoplasms,0.05425
1970,95-99,95,5,female,Other,0.86989
1970,100+,100,5,female,External,0.05172
1970,100+,100,5,female,Neoplasms,0.04655
1970,100+,100,5,female,Other,0.90172
1971,<1,0,1,female,External,0.05275
1971,<1,0,1,female,Neoplasms,0.00424
1971,<1,0,1,female,Other,0.94301
1971,1-4,1,4,female,External,0.29975
1971,1-4,1,4,female,Neoplasms,0.07976
1971,1-4,1,4,female,Other,0.62049
1971,5-9,5,5,female,External,0.42180
1971,5-9,5,5,female,Neoplasms,0.15798
1971,5-9,5,5,female,Other,0.42022
1971,10-14,10,5,female,External,0.42042
1971,10-14,10,5,female,Neoplasms,0.15571
1971,10-14,10,5,female,Other,0.42388
1971,15-19,15,5,female,External,0.59108
1971,15-19,15,5,female,Neoplasms,0.09758
1971,15-19,15,5,female,Other,0.31134
1971,20-24,20,5,female,External,0.55701
1971,20-24,20,5,female,Neoplasms,0.08932
1971,20-24,20,5,female,Other,0.35367
1971,25-29,25,5,female,External,0.42233
1971,25-29,25,5,female,Neoplasms,0.15163
1971,25-29,25,5,female,Other,0.42605
1971,30-34,30,5,female,External,0.30617
1971,30-34,30,5,female,Neoplasms,0.20728
1971,30-34,30,5,female,Other,0.48655
1971,35-39,35,5,female,External,0.21713
1971,35-39,35,5,female,Neoplasms,0.23546
1971,35-39,35,5,female,Other,0.54741
1971,40-44,40,5,female,External,0.16903
1971,40-44,40,5,female,Neoplasms,0.30230
1971,40-44,40,5,female,Other,0.52866
1971,45-49,45,5,female,External,0.12693
1971,45-49,45,5,female,Neoplasms,0.36651
1971,45-49,45,5,female,Other,0.50656
1971,50-54,50,5,female,External,0.10363
1971,50-54,50,5,female,Neoplasms,0.38689
1971,50-54,50,5,female,Other,0.50948
1971,55-59,55,5,female,External,0.08527
1971,55-59,55,5,female,Neoplasms,0.38563
1971,55-59,55,5,female,Other,0.52911
1971,60-64,60,5,female,External,0.06030
1971,60-64,60,5,female,Neoplasms,0.33531
1971,60-64,60,5,female,Other,0.60439
1971,65-69,65,5,female,External,0.04812
1971,65-69,65,5,female,Neoplasms,0.28388
1971,65-69,65,5,female,Other,0.66800
1971,70-74,70,5,female,External,0.04639
1971,70-74,70,5,female,Neoplasms,0.22169
1971,70-74,70,5,female,Other,0.73192
1971,75-79,75,5,female,External,0.04679
1971,75-79,75,5,female,Neoplasms,0.16997
1971,75-79,75,5,female,Other,0.78324
1971,80-84,80,5,female,External,0.05377
1971,80-84,80,5,female,Neoplasms,0.12999
1971,80-84,80,5,female,Other,0.81624
1971,85-89,85,5,female,External,0.06422
1971,85-89,85,5,female,Neoplasms,0.09414
1971,85-89,85,5,female,Other,0.84164
1971,90-94,90,5,female,External,0.07243
1971,90-94,90,5,female,Neoplasms,0.06572
1971,90-94,90,5,female,Other,0.86185
1971,95-99,95,5,female,External,0.07540
1971,95-99,95,5,female,Neoplasms,0.04913
1971,95-99,95,5,female,Other,0.87547
1971,100+,100,5,female,External,0.07201
1971,100+,100,5,female,Neoplasms,0.04419
1971,100+,100,5,female,Other,0.88380
1972,<1,0,1,female,External,0.05861
1972,<1,0,1,female,Neoplasms,0.00486
1972,<1,0,1,female,Other,0.93654
1972,1-4,1,4,female,External,0.30095
1972,1-4,1,4,female,Neoplasms,0.10000
1972,1-4,1,4,female,Other,0.59905
1972,5-9,5,5,female,External,0.40741
1972,5-9,5,5,female,Neoplasms,0.15432
1972,5-9,5,5,female,Other,0.43827
1972,10-14,10,5,female,External,0.40105
1972,10-14,10,5,female,Neoplasms,0.17338
1972,10-14,10,5,female,Other,0.42557
1972,15-19,15,5,female,External,0.61253
1972,15-19,15,5,female,Neoplasms,0.08914
1972,15-19,15,5,female,Other,0.29832
1972,20-24,20,5,female,External,0.57102
1972,20-24,20,5,female,Neoplasms,0.08878
1972,20-24,20,5,female,Other,0.34020
1972,25-29,25,5,female,External,0.42713
1972,25-29,25,5,female,Neoplasms,0.13395
1972,25-29,25,5,female,Other,0.43892
1972,30-34,30,5,female,External,0.31713
1972,30-34,30,5,female,Neoplasms,0.20448
1972,30-34,30,5,female,Other,0.47840
1972,35-39,35,5,female,External,0.23807
1972,35-39,35,5,female,Neoplasms,0.26240
1972,35-39,35,5,female,Other,0.49952
1972,40-44,40,5,female,External,0.17836
1972,40-44,40,5,female,Neoplasms,0.30945
1972,40-44,40,5,female,Other,0.51218
1972,45-49,45,5,female,External,0.13638
1972,45-49,45,5,female,Neoplasms,0.36754
1972,45-49,45,5,female,Other,0.49608
1972,50-54,50,5,female,External,0.10277
1972,50-54,50,5,female,Neoplasms,0.40376
1972,50-54,50,5,female,Other,0.49347
1972,55-59,55,5,female,External,0.08139
1972,55-59,55,5,female,Neoplasms,0.39112
1972,55-59,55,5,female,Other,0.52750
1972,60-64,60,5,female,External,0.06422
1972,60-64,60,5,female,Neoplasms,0.34120
1972,60-64,60,5,female,Other,0.59458
1972,65-69,65,5,female,External,0.05143
1972,65-69,65,5,female,Neoplasms,0.29242
1972,65-69,65,5,female,Other,0.65615
1972,70-74,70,5,female,External,0.04467
1972,70-74,70,5,female,Neoplasms,0.22690
1972,70-74,70,5,female,Other,0.72843
1972,75-79,75,5,female,External,0.04800
1972,75-79,75,5,female,Neoplasms,0.17745
1972,75-79,75,5,female,Other,0.77455
1972,80-84,80,5,female,External,0.05537
1972,80-84,80,5,female,Neoplasms,0.13308
1972,80-84,80,5,female,Other,0.81155
1972,85-89,85,5,female,External,0.06506
1972,85-89,85,5,female,Neoplasms,0.09923
1972,85-89,85,5,female,Other,0.83571
1972,90-94,90,5,female,External,0.07391
1972,90-94,90,5,female,Neoplasms,0.06982
1972,90-94,90,5,female,Other,0.85628
1972,95-99,95,5,female,External,0.08042
1972,95-99,95,5,female,Neoplasms,0.05348
1972,95-99,95,5,female,Other,0.86610
1972,100+,100,5,female,External,0.07704
1972,100+,100,5,female,Neoplasms,0.03390
1972,100+,100,5,female,Other,0.88906
1973,<1,0,1,female,External,0.06369
1973,<1,0,1,female,Neoplasms,0.00426
1973,<1,0,1,female,Other,0.93206
1973,1-4,1,4,female,External,0.33062
1973,1-4,1,4,female,Neoplasms,0.09846
1973,1-4,1,4,female,Other,0.57091
1973,5-9,5,5,female,External,0.40823
1973,5-9,5,5,female,Neoplasms,0.15823
1973,5-9,5,5,female,Other,0.43354
1973,10-14,10,5,female,External,0.44732
1973,10-14,10,5,female,Neoplasms,0.15527
1973,10-14,10,5,female,Other,0.39741
1973,15-19,15,5,female,External,0.59517
1973,15-19,15,5,female,Neoplasms,0.10545
1973,15-19,15,5,female,Other,0.29937
1973,20-24,20,5,female,External,0.55172
1973,20-24,20,5,female,Neoplasms,0.09923
1973,20-24,20,5,female,Other,0.34905
1973,25-29,25,5,female,External,0.42607
1973,25-29,25,5,female,Neoplasms,0.11779
1973,25-29,25,5,female,Other,0.45614
1973,30-34,30,5,female,External,0.31739
1973,30-34,30,5,female,Neoplasms,0.22836
1973,30-34,30,5,female,Other,0.45425
1973,35-39,35,5,female,External,0.23031
1973,35-39,35,5,female,Neoplasms,0.27095
1973,35-39,35,5,female,Other,0.49875
1973,40-44,40,5,female,External,0.16291
1973,40-44,40,5,female,Neoplasms,0.31456
1973,40-44,40,5,female,Other,0.52253
1973,45-49,45,5,female,External,0.12287
1973,45-49,45,5,female,Neoplasms,0.38340
1973,45-49,45,5,female,Other,0.49372
1973,50-54,50,5,female,External,0.10484
1973,50-54,50,5,female,Neoplasms,0.39283
1973,50-54,50,5,female,Other,0.50233
1973,55-59,55,5,female,External,0.08236
1973,55-59,55,5,female,Neoplasms,0.39325
1973,55-59,55,5,female,Other,0.52439
1973,60-64,60,5,female,External,0.06352
1973,60-64,60,5,female,Neoplasms,0.35673
1973,60-64,60,5,female,Other,0.57975
1973,65-69,65,5,female,External,0.04993
1973,65-69,65,5,female,Neoplasms,0.29053
1973,65-69,65,5,female,Other,0.65954
1973,70-74,70,5,female,External,0.04690
1973,70-74,70,5,female,Neoplasms,0.23097
1973,70-74,70,5,female,Other,0.72213
1973,75-79,75,5,female,External,0.04818
1973,75-79,75,5,female,Neoplasms,0.17415
1973,75-79,75,5,female,Other,0.77767
1973,80-84,80,5,female,External,0.05581
1973,80-84,80,5,female,Neoplasms,0.12935
1973,80-84,80,5,female,Other,0.81484
1973,85-89,85,5,female,External,0.06720
1973,85-89,85,5,female,Neoplasms,0.09684
1973,85-89,85,5,female,Other,0.83596
1973,90-94,90,5,female,External,0.07633
1973,90-94,90,5,female,Neoplasms,0.06673
1973,90-94,90,5,female,Other,0.85693
1973,95-99,95,5,female,External,0.08159
1973,95-99,95,5,female,Neoplasms,0.05045
1973,95-99,95,5,female,Other,0.86795
1973,100+,100,5,female,External,0.06935
1973,100+,100,5,female,Neoplasms,0.02080
1973,100+,100,5,female,Other,0.90985
1974,<1,0,1,female,External,0.06863
1974,<1,0,1,female,Neoplasms,0.00528
1974,<1,0,1,female,Other,0.92609
1974,1-4,1,4,female,External,0.33365
1974,1-4,1,4,female,Neoplasms,0.10870
1974,1-4,1,4,female,Other,0.55766
1974,5-9,5,5,female,External,0.35304
1974,5-9,5,5,female,Neoplasms,0.18435
1974,5-9,5,5,female,Other,0.46261
1974,10-14,10,5,female,External,0.37182
1974,10-14,10,5,female,Neoplasms,0.17221
1974,10-14,10,5,female,Other,0.45597
1974,15-19,15,5,female,External,0.60256
1974,15-19,15,5,female,Neoplasms,0.10806
1974,15-19,15,5,female,Other,0.28938
1974,20-24,20,5,female,External,0.54810
1974,20-24,20,5,female,Neoplasms,0.10671
1974,20-24,20,5,female,Other,0.34519
1974,25-29,25,5,female,External,0.40016
1974,25-29,25,5,female,Neoplasms,0.17322
1974,25-29,25,5,female,Other,0.42662
1974,30-34,30,5,female,External,0.32764
1974,30-34,30,5,female,Neoplasms,0.21972
1974,30-34,30,5,female,Other,0.45264
1974,35-39,35,5,female,External,0.23998
1974,35-39,35,5,female,Neoplasms,0.26961
1974,35-39,35,5,female,Other,0.49041
1974,40-44,40,5,female,External,0.15141
1974,40-44,40,5,female,Neoplasms,0.33449
1974,40-44,40,5,female,Other,0.51410
1974,45-49,45,5,female,External,0.11848
1974,45-49,45,5,female,Neoplasms,0.38567
1974,45-49,45,5,female,Other,0.49586
1974,50-54,50,5,female,External,0.09568
1974,50-54,50,5,female,Neoplasms,0.40756
1974,50-54,50,5,female,Other,0.49676
1974,55-59,55,5,female,External,0.08364
1974,55-59,55,5,female,Neoplasms,0.38457
1974,55-59,55,5,female,Other,0.53178
1974,60-64,60,5,female,External,0.06365
1974,60-64,60,5,female,Neoplasms,0.36927
1974,60-64,60,5,female,Other,0.56709
1974,65-69,65,5,female,External,0.05078
1974,65-69,65,5,female,Neoplasms,0.30495
1974,65-69,65,5,female,Other,0.64427
1974,70-74,70,5,female,External,0.04504
1974,70-74,70,5,female,Neoplasms,0.23796
1974,70-74,70,5,female,Other,0.71701
1974,75-79,75,5,female,External,0.04843
1974,75-79,75,5,female,Neoplasms,0.18099
1974,75-79,75,5,female,Other,0.77058
1974,80-84,80,5,female,External,0.05661
1974,80-84,80,5,female,Neoplasms,0.13493
1974,80-84,80,5,female,Other,0.80846
1974,85-89,85,5,female,External,0.07141
1974,85-89,85,5,female,Neoplasms,0.10038
1974,85-89,85,5,female,Other,0.82821
1974,90-94,90,5,female,External,0.08107
1974,90-94,90,5,female,Neoplasms,0.07104
1974,90-94,90,5,female,Other,0.84790
1974,95-99,95,5,female,External,0.08755
1974,95-99,95,5,female,Neoplasms,0.04988
1974,95-99,95,5,female,Other,0.86257
1974,100+,100,5,female,External,0.07219
1974,100+,100,5,female,Neoplasms,0.04947
1974,100+,100,5,female,Other,0.87834
1975,<1,0,1,female,External,0.07504
1975,<1,0,1,female,Neoplasms,0.00343
1975,<1,0,1,female,Other,0.92153
1975,1-4,1,4,female,External,0.33982
1975,1-4,1,4,female,Neoplasms,0.11771
1975,1-4,1,4,female,Other,0.54248
1975,5-9,5,5,female,External,0.39652
1975,5-9,5,5,female,Neoplasms,0.16248
1975,5-9,5,5,female,Other,0.44101
1975,10-14,10,5,female,External,0.38289
1975,10-14,10,5,female,Neoplasms,0.16904
1975,10-14,10,5,female,Other,0.44807
1975,15-19,15,5,female,External,0.60756
1975,15-19,15,5,female,Neoplasms,0.09496
1975,15-19,15,5,female,Other,0.29748
1975,20-24,20,5,female,External,0.52749
1975,20-24,20,5,female,Neoplasms,0.10199
1975,20-24,20,5,female,Other,0.37052
1975,25-29,25,5,female,External,0.40882
1975,25-29,25,5,female,Neoplasms,0.14798
1975,25-29,25,5,female,Other,0.44320
1975,30-34,30,5,female,External,0.31904
1975,30-34,30,5,female,Neoplasms,0.21599
1975,30-34,30,5,female,Other,0.46496
1975,35-39,35,5,female,External,0.21737
1975,35-39,35,5,female,Neoplasms,0.26107
1975,35-39,35,5,female,Other,0.52156
1975,40-44,40,5,female,External,0.15375
1975,40-44,40,5,female,Neoplasms,0.32096
1975,40-44,40,5,female,Other,0.52530
1975,45-49,45,5,female,External,0.10910
1975,45-49,45,5,female,Neoplasms,0.37914
1975,45-49,45,5,female,Other,0.51176
1975,50-54,50,5,female,External,0.09194
